City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,san carlos de bariloche,-41.1456,-71.3082,14.86,67,40,7.72,AR,1674359424
365,lensk,60.7253,114.9278,-39.09,93,98,2.89,RU,1674359424
366,mjolby,58.326,15.1237,-4.16,95,24,0.46,SE,1674359424
367,zarya,55.7553,38.0958,-4.26,96,87,2.13,RU,1674359424
368,vestmannaeyjar,63.4427,-20.2734,1.93,84,100,16.13,IS,1674359424
369,makakilo city,21.3469,-158.0858,26.18,65,75,4.63,US,1674358968
370,ituacu,-13.8133,-41.2967,21.8,84,100,0.95,BR,1674359424
371,luanda,-8.8368,13.2343,25.0,88,0,1.03,AO,1674359424
372,thinadhoo,0.5333,72.9333,27.33,74,76,5.7,MV,1674359425
373,cuamba,-14.8031,36.5372,20.0,98,100,1.59,MZ,1674359425
374,japura,-0.3167,102.35,29.64,65,95,1.47,ID,1674359425
375,praya,14.9215,-23.5087,21.3,60,40,7.2,CV,1674359425
376,samarai,-10.6167,150.6667,28.29,74,98,1.83,PG,1674358967
377,biak,-0.9131,122.8766,28.38,64,100,0.79,ID,1674359031
378,sistranda,63.7256,8.834,2.98,54,98,3.71,NO,1674358976
379,tshikapa,-6.4167,20.8,19.66,97,98,1.32,CD,1674359426
380,hambantota,6.1241,81.1185,24.19,94,75,6.69,LK,1674359032
381,filotion,37.05,25.5,11.46,78,79,4.82,GR,1674359426
382,soe,-9.8607,124.284,26.46,54,38,3.19,ID,1674359426
383,yarada,17.65,83.2667,25.18,78,40,2.06,IN,1674359427
384,port-cartier,50.0334,-66.8654,-11.18,94,17,2.37,CA,1674359013
385,barra velha,-26.6322,-48.6847,22.94,96,89,1.27,BR,1674359427
386,te anau,-45.4167,167.7167,17.23,52,63,2.33,NZ,1674359427
387,presidencia roque saenz pena,-26.7852,-60.4388,24.74,66,49,2.26,AR,1674359427
388,praia da vitoria,38.7333,-27.0667,15.42,72,75,5.8,PT,1674359427
389,ciudad guayana,8.3533,-62.6528,23.07,90,80,1.74,VE,1674359428
390,cody,44.5263,-109.0565,-1.34,67,0,1.54,US,1674359428
391,moree,-29.4667,149.85,27.95,44,94,3.19,AU,1674359428
392,lakatoro,-16.0999,167.4164,29.23,69,100,1.78,VU,1674359428
393,gayeri,12.6497,0.4931,22.48,18,86,3.57,BF,1674359428
394,antalaha,-14.9003,50.2788,23.91,89,97,1.36,MG,1674359429
395,daru,-9.0763,143.2092,30.81,62,87,2.2,PG,1674359012
396,mbandaka,0.0487,18.2603,22.36,88,100,1.51,CD,1674359429
397,kuryk,43.2,51.65,-1.14,75,1,6.68,KZ,1674359429
398,guerrero negro,27.9769,-114.0611,15.04,44,0,1.41,MX,1674359429
399,hearst,49.6835,-83.6665,-5.86,96,83,2.44,CA,1674359430
400,ojinaga,29.5667,-104.4167,9.53,25,0,4.12,MX,1674359153
401,bac lieu,9.285,105.7244,27.94,67,100,5.27,VN,1674359180
402,leshukonskoye,64.8989,45.7622,-9.97,97,96,2.44,RU,1674358994
403,pasni,25.2631,63.471,13.81,39,0,9.51,PK,1674359335
404,liuli,-11.0833,34.6333,23.36,86,100,4.52,TZ,1674359430
405,colesberg,-30.72,25.0972,22.49,49,99,3.25,ZA,1674359430
406,nanortalik,60.1432,-45.2371,-11.76,61,1,5.73,GL,1674358999
407,klyuchi,52.2667,79.1667,-25.44,88,72,3.58,RU,1674359431
408,coahuayana,18.7333,-103.6833,20.61,89,0,1.57,MX,1674359050
409,comodoro rivadavia,-45.8667,-67.5,21.92,46,0,5.14,AR,1674359431
410,pemberton,50.3164,-122.8027,1.99,97,97,1.87,CA,1674359431
411,tynda,55.1667,124.7167,-33.73,85,100,1.93,RU,1674359431
412,san jeronimo,-11.9472,-75.2829,9.3,83,75,0.89,PE,1674358984
413,boende,-0.2167,20.8667,20.16,98,91,1.0,CD,1674359242
414,port-gentil,-0.7193,8.7815,26.92,78,100,3.38,GA,1674359432
415,olafsvik,64.8945,-23.7142,-2.0,74,100,9.32,IS,1674358983
416,yerbogachen,61.2767,108.0108,-41.09,97,71,1.61,RU,1674358989
417,northam,51.0333,-4.2167,4.78,81,100,4.62,GB,1674359059
418,acarau,-2.8856,-40.12,24.85,86,61,3.95,BR,1674359433
419,el alto,-4.2714,-81.2147,21.16,74,7,5.29,PE,1674359433
420,codrington,-38.2667,141.9667,20.37,60,4,7.06,AU,1674359006
421,port augusta,-32.5,137.7667,30.83,27,0,6.12,AU,1674359011
422,veisiejai,54.1,23.7,0.08,90,100,3.41,LT,1674359433
423,effium,6.6292,8.0593,23.43,80,100,2.07,NG,1674359332
424,flinders,-34.5833,150.8552,21.7,90,100,0.45,AU,1674358996
425,ahipara,-35.1667,173.1667,22.85,66,1,3.9,NZ,1674359025
426,srostki,52.4189,85.7022,-29.19,96,9,2.69,RU,1674359434
427,midland,31.9974,-102.0779,6.37,38,0,7.2,US,1674359434
428,ondjiva,-17.0667,15.7333,18.37,90,100,3.4,AO,1674359434
429,macusani,-14.0833,-70.4333,1.07,88,11,1.16,PE,1674359434
430,pamfila,39.1567,26.5217,11.72,77,100,5.97,GR,1674359435
431,yeppoon,-23.1333,150.7333,30.88,64,5,4.27,AU,1674359435
432,ormara,25.2088,64.6357,15.19,35,0,8.29,PK,1674359435
433,wanning,18.8003,110.3967,23.01,83,99,2.45,CN,1674359435
434,dicabisagan,17.0818,122.4157,25.94,75,97,2.85,PH,1674359006
435,san juan de los morros,9.9115,-67.3538,19.62,85,7,2.04,VE,1674359435
436,taoudenni,22.6783,-3.9836,14.38,13,0,4.23,ML,1674359435
437,bereda,43.2686,-7.5406,-0.48,100,12,1.5,ES,1674359436
438,mana,5.6592,-53.7767,23.71,90,64,3.09,GF,1674359436
439,grand gaube,-20.0064,57.6608,25.21,84,100,1.34,MU,1674359018
440,aizawl,23.7333,92.7167,13.89,52,0,2.06,IN,1674359436
441,lavrentiya,65.5833,-171.0,-31.38,94,17,2.1,RU,1674358999
442,srednekolymsk,67.45,153.6833,-41.66,100,100,1.42,RU,1674358988
443,halifax,44.6453,-63.5724,-5.28,88,98,2.24,CA,1674359437
444,neiafu,-18.65,-173.9833,30.38,66,20,4.63,TO,1674359437
445,kalabo,-14.97,22.6814,18.4,96,100,2.81,ZM,1674359010
446,tiarei,-17.5333,-149.3333,28.01,69,100,0.27,PF,1674359024
447,lagoa,39.05,-27.9833,15.01,81,4,9.96,PT,1674358966
448,mamakan,57.8161,114.0028,-42.53,94,91,0.33,RU,1674359437
449,tateyama,34.9833,139.8667,5.15,90,100,4.68,JP,1674359311
450,tual,-5.6667,132.75,27.73,76,100,8.15,ID,1674359023
451,novopavlovka,51.2172,109.2091,-30.15,84,100,2.03,RU,1674359438
452,mount pleasant,32.7941,-79.8626,9.08,73,100,4.12,US,1674359021
453,priargunsk,50.3691,119.1012,-36.94,90,48,0.23,RU,1674359438
454,kholm,59.2667,32.85,-9.1,96,34,2.57,RU,1674359438
455,ketchikan,55.3422,-131.6461,2.99,93,100,2.06,US,1674359438
456,trincomalee,8.5711,81.2335,25.45,77,100,4.81,LK,1674359438
457,wewak,-3.5534,143.6268,27.79,78,100,3.54,PG,1674358986
458,lujan,-34.5703,-59.105,24.84,79,0,0.89,AR,1674359438
459,lufilufi,-13.8745,-171.5986,30.88,78,30,6.34,WS,1674359439
460,lichinga,-13.3128,35.2406,17.05,100,75,4.12,MZ,1674359439
461,colares,38.7992,-9.4469,12.64,87,3,9.83,PT,1674358972
462,tulagi,-9.0996,160.1476,28.59,67,99,0.93,SB,1674359231
463,port macquarie,-31.4333,152.9167,20.5,85,85,3.99,AU,1674359439
464,alta floresta,-9.8756,-56.0861,21.73,98,100,1.16,BR,1674359030
465,fougamou,-1.2154,10.5838,22.69,99,100,0.55,GA,1674359439
466,kununurra,-15.7667,128.7333,32.99,62,98,3.6,AU,1674359440
467,toamasina,-18.1667,49.3833,24.0,94,75,2.57,MG,1674359440
468,beloha,-25.1667,45.05,25.01,80,7,5.91,MG,1674358998
469,poykovskiy,61.2333,73.3333,-5.84,92,100,3.0,RU,1674359440
470,sibu,2.3,111.8167,28.17,83,40,0.51,MY,1674359296
471,minab,27.1467,57.0801,14.27,31,0,4.58,IR,1674359440
472,hastings,50.8552,0.5729,2.51,81,67,4.0,GB,1674359440
473,mago,53.2514,140.1822,-22.37,86,92,4.32,RU,1674359441
474,sydney,-33.8679,151.2073,22.01,88,100,1.34,AU,1674358867
475,muroto,33.2833,134.15,9.22,59,45,2.68,JP,1674359325
476,asyut,27.181,31.1837,8.1,69,0,2.72,EG,1674359441
477,cherskiy,68.75,161.3,-44.29,100,66,1.68,RU,1674358972
478,hasaki,35.7333,140.8333,7.9,66,100,3.26,JP,1674358847
479,djibo,14.1022,-1.6306,22.2,13,58,3.27,BF,1674359441
480,san andres,12.5847,-81.7006,27.01,74,20,6.17,CO,1674359442
481,vanavara,60.34,102.2797,-42.12,98,70,0.94,RU,1674359046
482,gilgit,35.9221,74.3087,-0.06,80,100,1.32,PK,1674359026
483,salisbury,51.0693,-1.7957,-1.57,93,6,2.57,GB,1674359442
484,aksu,41.1231,80.2644,-11.31,69,4,1.95,CN,1674359266
485,kruisfontein,-34.0033,24.7314,22.16,89,89,6.04,ZA,1674358973
486,abaza,52.655,90.0928,-25.71,89,15,0.8,RU,1674359442
487,yenagoa,4.9247,6.2642,25.24,85,100,1.18,NG,1674359442
488,plettenberg bay,-34.0527,23.3716,19.66,89,56,3.17,ZA,1674359443
489,la rioja,42.25,-2.5,-2.12,95,47,2.55,ES,1674359443
490,brae,60.3964,-1.353,7.09,86,100,13.25,GB,1674359047
491,marawi,7.9986,124.2928,21.63,88,100,1.99,PH,1674359443
492,visnes,59.3556,5.2242,2.9,80,100,7.2,NO,1674359443
493,susehri,40.1644,38.0867,2.5,62,0,0.87,TR,1674359443
494,broome,42.2506,-75.833,-0.08,84,100,3.09,US,1674359443
495,manavalakurichi,8.1333,77.3,26.63,61,100,2.77,IN,1674359443
496,birin,26.8865,88.0718,7.0,46,0,1.97,NP,1674359444
497,srandakan,-7.9386,110.2506,29.26,68,30,3.61,ID,1674359271
498,tigil,57.8,158.6667,-26.71,92,99,0.61,RU,1674359444
499,impfondo,1.6381,18.0667,20.16,87,87,1.25,CG,1674359444
500,goma,-1.6792,29.2228,16.06,80,100,1.52,CD,1674359242
501,menongue,-14.6585,17.691,16.53,97,100,4.02,AO,1674359444
502,kavieng,-2.5744,150.7967,28.41,75,100,2.05,PG,1674359005
503,celestun,20.8667,-90.4,22.59,76,38,4.38,MX,1674359444
504,angoram,-4.0625,144.0661,31.12,60,100,1.48,PG,1674359445
505,westport,41.1415,-73.3579,3.19,70,100,2.06,US,1674358954
506,nizwa,22.9333,57.5333,14.78,69,0,0.32,OM,1674359011
507,andenes,69.3143,16.1194,4.99,75,100,11.83,NO,1674359024
508,alzamay,55.5562,98.6644,-35.5,93,72,0.71,RU,1674359446
509,emerald,-23.5333,148.1667,29.63,53,14,2.79,AU,1674359446
510,gualeguay,-33.1416,-59.3097,21.69,46,0,1.04,AR,1674359446
511,beaverlodge,55.2166,-119.4361,3.64,80,100,5.26,CA,1674359446
512,pacific grove,36.6177,-121.9166,9.82,71,0,3.6,US,1674359059
513,sur,22.5667,59.5289,19.76,60,24,3.61,OM,1674358988
514,imperia,43.9667,7.7833,5.23,27,99,2.65,IT,1674359446
515,hohhot,40.8106,111.6522,-8.84,57,82,1.0,CN,1674359446
516,wawa,9.9022,4.4192,24.55,27,54,2.26,NG,1674359447
517,marienburg,54.0359,19.0266,2.8,92,100,3.7,PL,1674359447
518,dawlatabad,36.4141,64.9053,-1.76,82,100,0.84,AF,1674359447
519,vurgun,41.0942,45.4716,1.76,98,98,0.56,AZ,1674359447
520,totness,5.8833,-56.3167,23.64,91,28,3.93,SR,1674359231
521,chingirlau,51.095,54.0814,-16.38,82,8,2.92,KZ,1674359447
522,ayr,55.4627,-4.6339,7.99,87,100,8.75,GB,1674359448
523,umm lajj,25.0213,37.2685,21.13,61,0,3.09,SA,1674359448
524,lakes entrance,-37.8811,147.981,23.42,82,100,3.66,AU,1674359448
525,galveston,29.3669,-94.9669,12.06,92,100,0.45,US,1674359449
526,malanje,-9.5402,16.341,17.31,97,100,2.33,AO,1674359449
527,college,64.8569,-147.8028,-16.34,77,75,4.12,US,1674359014
528,burlington,39.8835,-74.6413,3.77,71,100,1.54,US,1674359449
529,kabanjahe,3.1001,98.4908,21.24,86,95,1.72,ID,1674359201
530,multan,30.1956,71.4753,6.94,87,0,0.0,PK,1674359449
531,vozhega,60.4725,40.2213,-7.85,97,83,2.22,RU,1674359449
532,pangody,65.85,74.4859,-14.06,96,100,2.04,RU,1674358973
533,cravo norte,6.3017,-70.2041,25.48,48,9,2.44,CO,1674359450
534,pyaozerskiy,65.8333,31.1667,-9.29,95,72,3.7,RU,1674359450
535,derzhavinsk,51.1,66.3167,-19.39,78,6,0.96,KZ,1674359026
536,egvekinot,66.3167,-179.1667,-32.71,86,13,3.58,RU,1674359450
537,twentynine palms,34.1356,-116.0542,9.37,30,0,2.02,US,1674359450
538,biltine,14.5333,20.9167,20.26,21,12,2.43,TD,1674358974
539,acapulco,16.8634,-99.8901,23.88,72,0,2.28,MX,1674358985
540,kothapet,19.3333,79.4833,24.45,43,7,3.04,IN,1674359451
541,poum,-20.2333,164.0167,27.28,84,100,7.01,NC,1674359451
542,berlevag,70.8578,29.0864,1.0,69,75,16.98,NO,1674359023
543,barao de cocais,-19.9458,-43.4872,20.21,98,100,1.4,BR,1674359451
544,luganville,-15.5333,167.1667,29.49,71,100,3.05,VU,1674359014
545,biaora,23.8667,76.9167,19.65,51,66,2.17,IN,1674359179
546,itum-kale,42.7356,45.5758,3.03,26,5,3.56,RU,1674359451
547,turinsk,58.0458,63.696,-7.05,82,100,4.62,RU,1674359452
548,ilo,-17.6394,-71.3375,21.33,85,59,1.8,PE,1674359452
549,bilma,18.6853,12.9164,16.64,16,0,2.76,NE,1674359452
550,mukhen,48.1,136.1,-23.09,64,4,2.82,RU,1674358983
551,masvingo,-20.0637,30.8277,18.97,72,91,1.3,ZW,1674359452
552,nemuro,43.3236,145.575,-6.5,59,36,6.38,JP,1674358951
553,semey,50.4111,80.2275,-32.88,75,0,2.0,KZ,1674359453
554,kigali,-1.95,30.0588,16.71,93,40,2.06,RW,1674359453
555,ust-kulom,61.6864,53.6902,-2.03,96,100,1.85,RU,1674359453
556,bonthe,7.5264,-12.505,24.15,86,99,2.56,SL,1674359453
557,saint-augustin,51.226,-58.6502,-11.41,81,100,2.9,CA,1674358978
558,parabel,58.6978,81.4825,-21.45,95,100,7.19,RU,1674359453
559,carlisle,40.2015,-77.1889,3.02,68,28,0.96,US,1674359454
560,gladstone,-23.85,151.25,28.96,61,40,6.17,AU,1674359454
561,omboue,-1.5746,9.2618,25.1,87,100,1.44,GA,1674359224
562,pundaguitan,6.3711,126.1689,24.64,85,100,5.47,PH,1674359454
